Druzyna Home;Druzyna Away;Wynik Home;Wynik Away;Lokalizacja;Data meczu;Klucz;Sezon
Budowlani £ódŸ;PTPS Pi³a;3;0;A;31.01.2016, 14:45;31.01.2016Budowlani £ódŸ-3:0-PTPS Pi³a;2015/2016
KSZO OSTROWIEC;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;1;3;H;30.01.2016, 17:00;30.01.2016KSZO OSTROWIEC-1:3-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
KSZO OSTROWIEC;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;1;3;A;30.01.2016, 17:00;30.01.2016KSZO OSTROWIEC-1:3-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
KSZO OSTROWIEC;KS PA£AC Bydgoszcz;3;1;H;08.02.2016, 18:00;08.02.2016KSZO OSTROWIEC-3:1-KS PA£AC Bydgoszcz;2015/2016
KSZO OSTROWIEC;KS PA£AC Bydgoszcz;3;1;A;08.02.2016, 18:00;08.02.2016KSZO OSTROWIEC-3:1-KS PA£AC Bydgoszcz;2015/2016
BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;PTPS Pi³a;1;3;H;06.02.2016, 18:00;06.02.2016BKS ALUPROF PROFI CREDIT Bielsko-Bia³a-1:3-PTPS Pi³a;2015/2016
BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;PTPS Pi³a;1;3;A;06.02.2016, 18:00;06.02.2016BKS ALUPROF PROFI CREDIT Bielsko-Bia³a-1:3-PTPS Pi³a;2015/2016
Budowlani £ódŸ;Developres SkyRes Rzeszów;3;2;H;08.02.2016, 18:00;08.02.2016Budowlani £ódŸ-3:2-Developres SkyRes Rzeszów;2015/2016
Budowlani £ódŸ;Developres SkyRes Rzeszów;3;2;A;08.02.2016, 18:00;08.02.2016Budowlani £ódŸ-3:2-Developres SkyRes Rzeszów;2015/2016
Legionovia Legionowo;Chemik Police;0;3;H;06.02.2016, 18:00;06.02.2016Legionovia Legionowo-0:3-Chemik Police;2015/2016
Legionovia Legionowo;Chemik Police;0;3;A;06.02.2016, 18:00;06.02.2016Legionovia Legionowo-0:3-Chemik Police;2015/2016
Tauron MKS D¹browa Górnicza;PGE Atom Trefl Sopot;2;3;H;06.02.2016, 17:00;06.02.2016Tauron MKS D¹browa Górnicza-2:3-PGE Atom Trefl Sopot;2015/2016
Tauron MKS D¹browa Górnicza;PGE Atom Trefl Sopot;2;3;A;06.02.2016, 17:00;06.02.2016Tauron MKS D¹browa Górnicza-2:3-PGE Atom Trefl Sopot;2015/2016
Impel Wroc³aw;Polski Cukier Muszynianka Enea;3;0;H;07.02.2016, 20:00;07.02.2016Impel Wroc³aw-3:0-Polski Cukier Muszynianka Enea;2015/2016
Impel Wroc³aw;Polski Cukier Muszynianka Enea;3;0;A;07.02.2016, 20:00;07.02.2016Impel Wroc³aw-3:0-Polski Cukier Muszynianka Enea;2015/2016
KS PA£AC Bydgoszcz;Impel Wroc³aw;0;3;H;13.02.2016, 17:00;13.02.2016KS PA£AC Bydgoszcz-0:3-Impel Wroc³aw;2015/2016
KS PA£AC Bydgoszcz;Impel Wroc³aw;0;3;A;13.02.2016, 17:00;13.02.2016KS PA£AC Bydgoszcz-0:3-Impel Wroc³aw;2015/2016
Polski Cukier Muszynianka Enea;Tauron MKS D¹browa Górnicza;3;0;H;14.02.2016, 14:45;14.02.2016Polski Cukier Muszynianka Enea-3:0-Tauron MKS D¹browa Górnicza;2015/2016
Polski Cukier Muszynianka Enea;Tauron MKS D¹browa Górnicza;3;0;A;14.02.2016, 14:45;14.02.2016Polski Cukier Muszynianka Enea-3:0-Tauron MKS D¹browa Górnicza;2015/2016
PGE Atom Trefl Sopot;Legionovia Legionowo;3;0;H;14.02.2016, 17:00;14.02.2016PGE Atom Trefl Sopot-3:0-Legionovia Legionowo;2015/2016
PGE Atom Trefl Sopot;Legionovia Legionowo;3;0;A;14.02.2016, 17:00;14.02.2016PGE Atom Trefl Sopot-3:0-Legionovia Legionowo;2015/2016
Chemik Police;Budowlani £ódŸ;3;0;H;15.02.2016, 18:00;15.02.2016Chemik Police-3:0-Budowlani £ódŸ;2015/2016
Chemik Police;Budowlani £ódŸ;3;0;A;15.02.2016, 18:00;15.02.2016Chemik Police-3:0-Budowlani £ódŸ;2015/2016
Developres SkyRes Rzeszów;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;3;0;H;13.02.2016, 17:00;13.02.2016Developres SkyRes Rzeszów-3:0-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
Developres SkyRes Rzeszów;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;3;0;A;13.02.2016, 17:00;13.02.2016Developres SkyRes Rzeszów-3:0-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
PTPS Pi³a;KSZO OSTROWIEC;3;0;H;12.02.2016, 18:00;12.02.2016PTPS Pi³a-3:0-KSZO OSTROWIEC;2015/2016
PTPS Pi³a;KSZO OSTROWIEC;3;0;A;12.02.2016, 18:00;12.02.2016PTPS Pi³a-3:0-KSZO OSTROWIEC;2015/2016
PTPS Pi³a;KS PA£AC Bydgoszcz;0;3;H;22.02.2016, 18:00;22.02.2016PTPS Pi³a-0:3-KS PA£AC Bydgoszcz;2015/2016
PTPS Pi³a;KS PA£AC Bydgoszcz;0;3;A;22.02.2016, 18:00;22.02.2016PTPS Pi³a-0:3-KS PA£AC Bydgoszcz;2015/2016
KSZO OSTROWIEC;Developres SkyRes Rzeszów;1;3;H;20.02.2016, 17:00;20.02.2016KSZO OSTROWIEC-1:3-Developres SkyRes Rzeszów;2015/2016
KSZO OSTROWIEC;Developres SkyRes Rzeszów;1;3;A;20.02.2016, 17:00;20.02.2016KSZO OSTROWIEC-1:3-Developres SkyRes Rzeszów;2015/2016
BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;Chemik Police;3;0;H;21.02.2016, 14:45;21.02.2016BKS ALUPROF PROFI CREDIT Bielsko-Bia³a-3:0-Chemik Police;2015/2016
BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;Chemik Police;3;0;A;21.02.2016, 14:45;21.02.2016BKS ALUPROF PROFI CREDIT Bielsko-Bia³a-3:0-Chemik Police;2015/2016
Budowlani £ódŸ;PGE Atom Trefl Sopot;1;3;H;21.02.2016, 17:00;21.02.2016Budowlani £ódŸ-1:3-PGE Atom Trefl Sopot;2015/2016
Budowlani £ódŸ;PGE Atom Trefl Sopot;1;3;A;21.02.2016, 17:00;21.02.2016Budowlani £ódŸ-1:3-PGE Atom Trefl Sopot;2015/2016
Legionovia Legionowo;Polski Cukier Muszynianka Enea;1;3;H;22.02.2016, 19:00;22.02.2016Legionovia Legionowo-1:3-Polski Cukier Muszynianka Enea;2015/2016
Legionovia Legionowo;Polski Cukier Muszynianka Enea;1;3;A;22.02.2016, 19:00;22.02.2016Legionovia Legionowo-1:3-Polski Cukier Muszynianka Enea;2015/2016
Tauron MKS D¹browa Górnicza;Impel Wroc³aw;3;1;H;02.03.2016, 18:00;02.03.2016Tauron MKS D¹browa Górnicza-3:1-Impel Wroc³aw;2015/2016
Tauron MKS D¹browa Górnicza;Impel Wroc³aw;3;1;A;02.03.2016, 18:00;02.03.2016Tauron MKS D¹browa Górnicza-3:1-Impel Wroc³aw;2015/2016
KS PA£AC Bydgoszcz;Tauron MKS D¹browa Górnicza;0;3;H;26.02.2016, 18:00;26.02.2016KS PA£AC Bydgoszcz-0:3-Tauron MKS D¹browa Górnicza;2015/2016
KS PA£AC Bydgoszcz;Tauron MKS D¹browa Górnicza;0;3;A;26.02.2016, 18:00;26.02.2016KS PA£AC Bydgoszcz-0:3-Tauron MKS D¹browa Górnicza;2015/2016
Impel Wroc³aw;Legionovia Legionowo;3;0;H;27.02.2016, 17:00;27.02.2016Impel Wroc³aw-3:0-Legionovia Legionowo;2015/2016
Impel Wroc³aw;Legionovia Legionowo;3;0;A;27.02.2016, 17:00;27.02.2016Impel Wroc³aw-3:0-Legionovia Legionowo;2015/2016
Polski Cukier Muszynianka Enea;Budowlani £ódŸ;1;3;H;29.02.2016, 18:00;29.02.2016Polski Cukier Muszynianka Enea-1:3-Budowlani £ódŸ;2015/2016
Polski Cukier Muszynianka Enea;Budowlani £ódŸ;1;3;A;29.02.2016, 18:00;29.02.2016Polski Cukier Muszynianka Enea-1:3-Budowlani £ódŸ;2015/2016
PGE Atom Trefl Sopot;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;0;3;H;28.02.2016, 19:00;28.02.2016PGE Atom Trefl Sopot-0:3-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
PGE Atom Trefl Sopot;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;0;3;A;28.02.2016, 19:00;28.02.2016PGE Atom Trefl Sopot-0:3-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
Chemik Police;KSZO OSTROWIEC;3;0;H;27.02.2016, 15:30;27.02.2016Chemik Police-3:0-KSZO OSTROWIEC;2015/2016
Chemik Police;KSZO OSTROWIEC;3;0;A;27.02.2016, 15:30;27.02.2016Chemik Police-3:0-KSZO OSTROWIEC;2015/2016
Developres SkyRes Rzeszów;PTPS Pi³a;0;3;H;27.02.2016, 17:00;27.02.2016Developres SkyRes Rzeszów-0:3-PTPS Pi³a;2015/2016
Developres SkyRes Rzeszów;PTPS Pi³a;0;3;A;27.02.2016, 17:00;27.02.2016Developres SkyRes Rzeszów-0:3-PTPS Pi³a;2015/2016
Developres SkyRes Rzeszów;KS PA£AC Bydgoszcz;3;2;H;07.03.2016, 18:00;07.03.2016Developres SkyRes Rzeszów-3:2-KS PA£AC Bydgoszcz;2015/2016
Developres SkyRes Rzeszów;KS PA£AC Bydgoszcz;3;2;A;07.03.2016, 18:00;07.03.2016Developres SkyRes Rzeszów-3:2-KS PA£AC Bydgoszcz;2015/2016
PTPS Pi³a;Chemik Police;0;3;H;05.03.2016, 18:00;05.03.2016PTPS Pi³a-0:3-Chemik Police;2015/2016
PTPS Pi³a;Chemik Police;0;3;A;05.03.2016, 18:00;05.03.2016PTPS Pi³a-0:3-Chemik Police;2015/2016
KSZO OSTROWIEC;PGE Atom Trefl Sopot;0;3;H;05.03.2016, 17:00;05.03.2016KSZO OSTROWIEC-0:3-PGE Atom Trefl Sopot;2015/2016
KSZO OSTROWIEC;PGE Atom Trefl Sopot;0;3;A;05.03.2016, 17:00;05.03.2016KSZO OSTROWIEC-0:3-PGE Atom Trefl Sopot;2015/2016
BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;Polski Cukier Muszynianka Enea;3;1;H;05.03.2016, 14:45;05.03.2016BKS ALUPROF PROFI CREDIT Bielsko-Bia³a-3:1-Polski Cukier Muszynianka Enea;2015/2016
BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;Polski Cukier Muszynianka Enea;3;1;A;05.03.2016, 14:45;05.03.2016BKS ALUPROF PROFI CREDIT Bielsko-Bia³a-3:1-Polski Cukier Muszynianka Enea;2015/2016
Impel Wroc³aw;Budowlani £ódŸ;3;1;H;05.03.2016, 19:00;05.03.2016Impel Wroc³aw-3:1-Budowlani £ódŸ;2015/2016
Impel Wroc³aw;Budowlani £ódŸ;3;1;A;05.03.2016, 19:00;05.03.2016Impel Wroc³aw-3:1-Budowlani £ódŸ;2015/2016
Legionovia Legionowo;Tauron MKS D¹browa Górnicza;3;2;H;06.03.2016, 17:00;06.03.2016Legionovia Legionowo-3:2-Tauron MKS D¹browa Górnicza;2015/2016
Legionovia Legionowo;Tauron MKS D¹browa Górnicza;3;2;A;06.03.2016, 17:00;06.03.2016Legionovia Legionowo-3:2-Tauron MKS D¹browa Górnicza;2015/2016
KS PA£AC Bydgoszcz;Legionovia Legionowo;2;3;H;12.03.2016, 17:00;12.03.2016KS PA£AC Bydgoszcz-2:3-Legionovia Legionowo;2015/2016
KS PA£AC Bydgoszcz;Legionovia Legionowo;2;3;A;12.03.2016, 17:00;12.03.2016KS PA£AC Bydgoszcz-2:3-Legionovia Legionowo;2015/2016
Budowlani £ódŸ;Tauron MKS D¹browa Górnicza;3;1;H;14.03.2016, 18:00;14.03.2016Budowlani £ódŸ-3:1-Tauron MKS D¹browa Górnicza;2015/2016
Budowlani £ódŸ;Tauron MKS D¹browa Górnicza;3;1;A;14.03.2016, 18:00;14.03.2016Budowlani £ódŸ-3:1-Tauron MKS D¹browa Górnicza;2015/2016
Impel Wroc³aw;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;3;0;H;11.03.2016, 18:00;11.03.2016Impel Wroc³aw-3:0-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
Impel Wroc³aw;BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;3;0;A;11.03.2016, 18:00;11.03.2016Impel Wroc³aw-3:0-BKS ALUPROF PROFI CREDIT Bielsko-Bia³a;2015/2016
Polski Cukier Muszynianka Enea;KSZO OSTROWIEC;3;0;H;12.03.2016, 17:00;12.03.2016Polski Cukier Muszynianka Enea-3:0-KSZO OSTROWIEC;2015/2016
Polski Cukier Muszynianka Enea;KSZO OSTROWIEC;3;0;A;12.03.2016, 17:00;12.03.2016Polski Cukier Muszynianka Enea-3:0-KSZO OSTROWIEC;2015/2016
PTPS Pi³a;PGE Atom Trefl Sopot;3;1;H;13.03.2016, 14:45;13.03.2016PTPS Pi³a-3:1-PGE Atom Trefl Sopot;2015/2016
PTPS Pi³a;PGE Atom Trefl Sopot;3;1;A;13.03.2016, 14:45;13.03.2016PTPS Pi³a-3:1-PGE Atom Trefl Sopot;2015/2016
Developres SkyRes Rzeszów;Chemik Police;0;3;H;12.03.2016, 18:00;12.03.2016Developres SkyRes Rzeszów-0:3-Chemik Police;2015/2016
Developres SkyRes Rzeszów;Chemik Police;0;3;A;12.03.2016, 18:00;12.03.2016Developres SkyRes Rzeszów-0:3-Chemik Police;2015/2016
Developres SkyRes Rzeszów;Chemik Police;0;3;H;03.04.2017, 18:00;03.04.2017Developres SkyRes Rzeszów-0:3-Chemik Police;2016/2017
Developres SkyRes Rzeszów;Chemik Police;0;3;A;03.04.2017, 18:00;03.04.2017Developres SkyRes Rzeszów-0:3-Chemik Police;2016/2017
Grot Budowlani £ódŸ;Impel Wroc³aw;3;1;H;04.04.2017, 20:30;04.04.2017Grot Budowlani £ódŸ-3:1-Impel Wroc³aw;2016/2017
Grot Budowlani £ódŸ;Impel Wroc³aw;3;1;A;04.04.2017, 20:30;04.04.2017Grot Budowlani £ódŸ-3:1-Impel Wroc³aw;2016/2017
Chemik Police;Developres SkyRes Rzeszów;3;0;H;08.04.2017, 14:45;08.04.2017Chemik Police-3:0-Developres SkyRes Rzeszów;2016/2017
Chemik Police;Developres SkyRes Rzeszów;3;0;A;08.04.2017, 14:45;08.04.2017Chemik Police-3:0-Developres SkyRes Rzeszów;2016/2017
Impel Wroc³aw;Grot Budowlani £ódŸ;2;3;H;10.04.2017, 18:00;10.04.2017Impel Wroc³aw-2:3-Grot Budowlani £ódŸ;2016/2017
Impel Wroc³aw;Grot Budowlani £ódŸ;2;3;A;10.04.2017, 18:00;10.04.2017Impel Wroc³aw-2:3-Grot Budowlani £ódŸ;2016/2017
Grot Budowlani £ódŸ;Chemik Police;0;3;H;14.04.2017, 20:30;14.04.2017Grot Budowlani £ódŸ-0:3-Chemik Police;2016/2017
Grot Budowlani £ódŸ;Chemik Police;0;3;A;14.04.2017, 20:30;14.04.2017Grot Budowlani £ódŸ-0:3-Chemik Police;2016/2017
Chemik Police;Grot Budowlani £ódŸ;3;1;H;19.04.2017, 20:30;19.04.2017Chemik Police-3:1-Grot Budowlani £ódŸ;2016/2017
Chemik Police;Grot Budowlani £ódŸ;3;1;A;19.04.2017, 20:30;19.04.2017Chemik Police-3:1-Grot Budowlani £ódŸ;2016/2017
Developres SkyRes Rzeszów;Impel Wroc³aw;3;2;H;13.04.2017, 18:00;13.04.2017Developres SkyRes Rzeszów-3:2-Impel Wroc³aw;2016/2017
Developres SkyRes Rzeszów;Impel Wroc³aw;3;2;A;13.04.2017, 18:00;13.04.2017Developres SkyRes Rzeszów-3:2-Impel Wroc³aw;2016/2017
Impel Wroc³aw;Developres SkyRes Rzeszów;0;3;H;19.04.2017, 18:00;19.04.2017Impel Wroc³aw-0:3-Developres SkyRes Rzeszów;2016/2017
Impel Wroc³aw;Developres SkyRes Rzeszów;0;3;A;19.04.2017, 18:00;19.04.2017Impel Wroc³aw-0:3-Developres SkyRes Rzeszów;2016/2017
£KS Commercecon £ódŸ;Tauron MKS D¹browa Górnicza;0;3;H;30.03.2017, 18:00;30.03.2017£KS Commercecon £ódŸ-0:3-Tauron MKS D¹browa Górnicza;2016/2017
£KS Commercecon £ódŸ;Tauron MKS D¹browa Górnicza;0;3;A;30.03.2017, 18:00;30.03.2017£KS Commercecon £ódŸ-0:3-Tauron MKS D¹browa Górnicza;2016/2017
Tauron MKS D¹browa Górnicza;£KS Commercecon £ódŸ;3;0;H;07.04.2017, 18:00;07.04.2017Tauron MKS D¹browa Górnicza-3:0-£KS Commercecon £ódŸ;2016/2017
Tauron MKS D¹browa Górnicza;£KS Commercecon £ódŸ;3;0;A;07.04.2017, 18:00;07.04.2017Tauron MKS D¹browa Górnicza-3:0-£KS Commercecon £ódŸ;2016/2017
Giacomini Budowlani Toruñ;BKS PROFI CREDIT Bielsko-Bia³a;3;2;H;03.04.2017, 18:00;03.04.2017Giacomini Budowlani Toruñ-3:2-BKS PROFI CREDIT Bielsko-Bia³a;2016/2017
Giacomini Budowlani Toruñ;BKS PROFI CREDIT Bielsko-Bia³a;3;2;A;03.04.2017, 18:00;03.04.2017Giacomini Budowlani Toruñ-3:2-BKS PROFI CREDIT Bielsko-Bia³a;2016/2017
BKS PROFI CREDIT Bielsko-Bia³a;Giacomini Budowlani Toruñ;3;2;H;09.04.2017, 18:00;09.04.2017BKS PROFI CREDIT Bielsko-Bia³a-3:2-Giacomini Budowlani Toruñ;2016/2017
BKS PROFI CREDIT Bielsko-Bia³a;Giacomini Budowlani Toruñ;3;2;A;09.04.2017, 18:00;09.04.2017BKS PROFI CREDIT Bielsko-Bia³a-3:2-Giacomini Budowlani Toruñ;2016/2017
Atom Trefl Sopot;Polski Cukier Muszynianka;3;2;H;02.04.2017, 15:00;02.04.2017Atom Trefl Sopot-3:2-Polski Cukier Muszynianka;2016/2017
Atom Trefl Sopot;Polski Cukier Muszynianka;3;2;A;02.04.2017, 15:00;02.04.2017Atom Trefl Sopot-3:2-Polski Cukier Muszynianka;2016/2017
Polski Cukier Muszynianka;Atom Trefl Sopot;1;3;H;08.04.2017, 17:00;08.04.2017Polski Cukier Muszynianka-1:3-Atom Trefl Sopot;2016/2017
Polski Cukier Muszynianka;Atom Trefl Sopot;1;3;A;08.04.2017, 17:00;08.04.2017Polski Cukier Muszynianka-1:3-Atom Trefl Sopot;2016/2017
KS PA£AC Bydgoszcz;Enea PTPS Pi³a;1;3;H;03.04.2017, 18:00;03.04.2017KS PA£AC Bydgoszcz-1:3-Enea PTPS Pi³a;2016/2017
KS PA£AC Bydgoszcz;Enea PTPS Pi³a;1;3;A;03.04.2017, 18:00;03.04.2017KS PA£AC Bydgoszcz-1:3-Enea PTPS Pi³a;2016/2017
Enea PTPS Pi³a;KS PA£AC Bydgoszcz;2;3;H;07.04.2017, 18:00;07.04.2017Enea PTPS Pi³a-2:3-KS PA£AC Bydgoszcz;2016/2017
Enea PTPS Pi³a;KS PA£AC Bydgoszcz;2;3;A;07.04.2017, 18:00;07.04.2017Enea PTPS Pi³a-2:3-KS PA£AC Bydgoszcz;2016/2017
Legionovia Legionowo;KSZO OSTROWIEC;3;1;H;02.04.2017, 17:00;02.04.2017Legionovia Legionowo-3:1-KSZO OSTROWIEC;2016/2017
Legionovia Legionowo;KSZO OSTROWIEC;3;1;A;02.04.2017, 17:00;02.04.2017Legionovia Legionowo-3:1-KSZO OSTROWIEC;2016/2017
KSZO OSTROWIEC;Legionovia Legionowo;3;0;H;08.04.2017, 17:00;08.04.2017KSZO OSTROWIEC-3:0-Legionovia Legionowo;2016/2017
KSZO OSTROWIEC;Legionovia Legionowo;3;0;A;08.04.2017, 17:00;08.04.2017KSZO OSTROWIEC-3:0-Legionovia Legionowo;2016/2017
KSZO OSTROWIEC;Wis³a Warszawa;3;1;H;22.04.2017, 20:30;22.04.2017KSZO OSTROWIEC-3:1-Wis³a Warszawa;2016/2017
KSZO OSTROWIEC;Wis³a Warszawa;3;1;A;22.04.2017, 20:30;22.04.2017KSZO OSTROWIEC-3:1-Wis³a Warszawa;2016/2017
KSZO OSTROWIEC;Wis³a Warszawa;2;3;H;23.04.2017, 17:00;23.04.2017KSZO OSTROWIEC-2:3-Wis³a Warszawa;2016/2017
KSZO OSTROWIEC;Wis³a Warszawa;2;3;A;23.04.2017, 17:00;23.04.2017KSZO OSTROWIEC-2:3-Wis³a Warszawa;2016/2017
Wis³a Warszawa;KSZO OSTROWIEC;0;3;H;27.04.2017, 14:00;27.04.2017Wis³a Warszawa-0:3-KSZO OSTROWIEC;2016/2017
Wis³a Warszawa;KSZO OSTROWIEC;0;3;A;27.04.2017, 14:00;27.04.2017Wis³a Warszawa-0:3-KSZO OSTROWIEC;2016/2017
Wis³a Warszawa;KSZO OSTROWIEC;0;3;H;28.04.2017, 13:00;28.04.2017Wis³a Warszawa-0:3-KSZO OSTROWIEC;2016/2017
Wis³a Warszawa;KSZO OSTROWIEC;0;3;A;28.04.2017, 13:00;28.04.2017Wis³a Warszawa-0:3-KSZO OSTROWIEC;2016/2017
BKS PROFI CREDIT Bielsko-Bia³a;Atom Trefl Sopot;3;1;H;15.10.2016, 18:00;15.10.2016BKS PROFI CREDIT Bielsko-Bia³a-3:1-Atom Trefl Sopot;2016/2017
BKS PROFI CREDIT Bielsko-Bia³a;Atom Trefl Sopot;3;1;A;15.10.2016, 18:00;15.10.2016BKS PROFI CREDIT Bielsko-Bia³a-3:1-Atom Trefl Sopot;2016/2017
Giacomini Budowlani Toruñ;£KS Commercecon £ódŸ;3;0;H;16.10.2016, 20:00;16.10.2016Giacomini Budowlani Toruñ-3:0-£KS Commercecon £ódŸ;2016/2017
Giacomini Budowlani Toruñ;£KS Commercecon £ódŸ;3;0;A;16.10.2016, 20:00;16.10.2016Giacomini Budowlani Toruñ-3:0-£KS Commercecon £ódŸ;2016/2017
Impel Wroc³aw;KSZO OSTROWIEC;3;0;H;16.10.2016, 17:00;16.10.2016Impel Wroc³aw-3:0-KSZO OSTROWIEC;2016/2017
Impel Wroc³aw;KSZO OSTROWIEC;3;0;A;16.10.2016, 17:00;16.10.2016Impel Wroc³aw-3:0-KSZO OSTROWIEC;2016/2017
Tauron MKS D¹browa Górnicza;Developres SkyRes Rzeszów;0;3;H;17.10.2016, 18:00;17.10.2016Tauron MKS D¹browa Górnicza-0:3-Developres SkyRes Rzeszów;2016/2017
Tauron MKS D¹browa Górnicza;Developres SkyRes Rzeszów;0;3;A;17.10.2016, 18:00;17.10.2016Tauron MKS D¹browa Górnicza-0:3-Developres SkyRes Rzeszów;2016/2017
Grot Budowlani £ódŸ;Legionovia Legionowo;3;1;H;18.10.2016, 18:00;18.10.2016Grot Budowlani £ódŸ-3:1-Legionovia Legionowo;2016/2017
Grot Budowlani £ódŸ;Legionovia Legionowo;3;1;A;18.10.2016, 18:00;18.10.2016Grot Budowlani £ódŸ-3:1-Legionovia Legionowo;2016/2017
Polski Cukier Muszynianka;KS PA£AC Bydgoszcz;3;1;H;15.10.2016, 17:00;15.10.2016Polski Cukier Muszynianka-3:1-KS PA£AC Bydgoszcz;2016/2017
Polski Cukier Muszynianka;KS PA£AC Bydgoszcz;3;1;A;15.10.2016, 17:00;15.10.2016Polski Cukier Muszynianka-3:1-KS PA£AC Bydgoszcz;2016/2017
Chemik Police;Enea PTPS Pi³a;3;0;H;15.10.2016, 17:00;15.10.2016Chemik Police-3:0-Enea PTPS Pi³a;2016/2017
Chemik Police;Enea PTPS Pi³a;3;0;A;15.10.2016, 17:00;15.10.2016Chemik Police-3:0-Enea PTPS Pi³a;2016/2017
Atom Trefl Sopot;Enea PTPS Pi³a;3;0;H;23.10.2016, 17:00;23.10.2016Atom Trefl Sopot-3:0-Enea PTPS Pi³a;2016/2017
Atom Trefl Sopot;Enea PTPS Pi³a;3;0;A;23.10.2016, 17:00;23.10.2016Atom Trefl Sopot-3:0-Enea PTPS Pi³a;2016/2017
KS PA£AC Bydgoszcz;Chemik Police;1;3;H;22.10.2016, 18:00;22.10.2016KS PA£AC Bydgoszcz-1:3-Chemik Police;2016/2017
KS PA£AC Bydgoszcz;Chemik Police;1;3;A;22.10.2016, 18:00;22.10.2016KS PA£AC Bydgoszcz-1:3-Chemik Police;2016/2017
Polski Cukier Muszynianka;Legionovia Legionowo;3;2;H;22.10.2016, 17:00;22.10.2016Polski Cukier Muszynianka-3:2-Legionovia Legionowo;2016/2017
Polski Cukier Muszynianka;Legionovia Legionowo;3;2;A;22.10.2016, 17:00;22.10.2016Polski Cukier Muszynianka-3:2-Legionovia Legionowo;2016/2017
Developres SkyRes Rzeszów;Grot Budowlani £ódŸ;1;3;H;23.10.2016, 14:45;23.10.2016Developres SkyRes Rzeszów-1:3-Grot Budowlani £ódŸ;2016/2017
Developres SkyRes Rzeszów;Grot Budowlani £ódŸ;1;3;A;23.10.2016, 14:45;23.10.2016Developres SkyRes Rzeszów-1:3-Grot Budowlani £ódŸ;2016/2017
KSZO OSTROWIEC;Tauron MKS D¹browa Górnicza;2;3;H;22.10.2016, 17:00;22.10.2016KSZO OSTROWIEC-2:3-Tauron MKS D¹browa Górnicza;2016/2017
KSZO OSTROWIEC;Tauron MKS D¹browa Górnicza;2;3;A;22.10.2016, 17:00;22.10.2016KSZO OSTROWIEC-2:3-Tauron MKS D¹browa Górnicza;2016/2017
£KS Commercecon £ódŸ;Impel Wroc³aw;3;2;H;22.10.2016, 15:00;22.10.2016£KS Commercecon £ódŸ-3:2-Impel Wroc³aw;2016/2017
£KS Commercecon £ódŸ;Impel Wroc³aw;3;2;A;22.10.2016, 15:00;22.10.2016£KS Commercecon £ódŸ-3:2-Impel Wroc³aw;2016/2017
BKS PROFI CREDIT Bielsko-Bia³a;Giacomini Budowlani Toruñ;1;3;H;24.10.2016, 18:00;24.10.2016BKS PROFI CREDIT Bielsko-Bia³a-1:3-Giacomini Budowlani Toruñ;2016/2017
BKS PROFI CREDIT Bielsko-Bia³a;Giacomini Budowlani Toruñ;1;3;A;24.10.2016, 18:00;24.10.2016BKS PROFI CREDIT Bielsko-Bia³a-1:3-Giacomini Budowlani Toruñ;2016/2017
Giacomini Budowlani Toruñ;Atom Trefl Sopot;0;3;H;29.10.2016, 17:00;29.10.2016Giacomini Budowlani Toruñ-0:3-Atom Trefl Sopot;2016/2017
Giacomini Budowlani Toruñ;Atom Trefl Sopot;0;3;A;29.10.2016, 17:00;29.10.2016Giacomini Budowlani Toruñ-0:3-Atom Trefl Sopot;2016/2017
Impel Wroc³aw;BKS PROFI CREDIT Bielsko-Bia³a;3;1;H;31.10.2016, 18:00;31.10.2016Impel Wroc³aw-3:1-BKS PROFI CREDIT Bielsko-Bia³a;2016/2017
Impel Wroc³aw;BKS PROFI CREDIT Bielsko-Bia³a;3;1;A;31.10.2016, 18:00;31.10.2016Impel Wroc³aw-3:1-BKS PROFI CREDIT Bielsko-Bia³a;2016/2017
Tauron MKS D¹browa Górnicza;£KS Commercecon £ódŸ;1;3;H;29.10.2016, 17:00;29.10.2016Tauron MKS D¹browa Górnicza-1:3-£KS Commercecon £ódŸ;2016/2017
